employee_name,user_id,email,role,business_unit,functional_unit,department,team,supervisor
Chaim Grant Fernandez,CGF0337,Chaim.Grant.Fernandez@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Garrett Nicholas Solomon
Erich Harding Bryant,EHB0420,Erich.Harding.Bryant@dtaa.com,ElectricalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,6 - SystemsEngineering,Hadassah Riley Baker
Rhona Germane Nelson,RGN0408,Rhona.Germane.Nelson@dtaa.com,SystemsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,6 - SystemsEngineering,Hadassah Riley Baker
Frances Hermione Owens,FHO0630,Frances.Hermione.Owens@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Winter Veda Burks
Jescie Kristen Jenkins,JKJ0698,Jescie.Kristen.Jenkins@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Alan Benjamin Holder
Shana Callie Ferguson,SCF0608,Shana.Callie.Ferguson@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Winter Veda Burks
Blythe Veda Cooke,BVC0790,Blythe.Veda.Cooke@dtaa.com,FieldServiceEngineer,1,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Sharon Britanni Kerr
Noel Reagan Foster,NRF0137,Noel.Reagan.Foster@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price
Hashim Damon Dudley,HDD0789,Hashim.Damon.Dudley@dtaa.com,Manager,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Donovan Carlos Chapman
Irma Eugenia Booker,IEB0153,Irma.Eugenia.Booker@dtaa.com,Accountant,1,4 - Finance,2 - Payroll,,Vera Mollie Jenkins
Idola Carly Haley,ICH0294,Idola.Carly.Haley@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price
Zena Sigourney Langley,ZSL0305,Zena.Sigourney.Langley@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price
Ann Jolie Potts,AJP0723,Ann.Jolie.Potts@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Alan Benjamin Holder
Galena Deborah Francis,GDF0704,Galena.Deborah.Francis@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Alan Benjamin Holder
Thor Jameson Diaz,TJD0996,Thor.Jameson.Diaz@dtaa.com,ElectricalEngineer,1,3 - Manufacturing,2 - ManufacturingEngineering,,Fritz Dale Ellison
Ocean Maite Summers,OMS0101,Ocean.Maite.Summers@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,3 - Engineering,4 - SystemsEngineering,Gage Kaden Odonnell
Bevis Christopher Mcknight,BCM0653,Bevis.Christopher.Mcknight@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston
Brett Damian Beck,BDB0453,Brett.Damian.Beck@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Armando Albert Walter
Nash Conan Knight,NCK0421,Nash.Conan.Knight@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,3 - Engineering,6 - SystemsEngineering,Hadassah Riley Baker
Lunea Priscilla Hardy,LPH0572,Lunea.Priscilla.Hardy@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Whilemina Pandora England
Meredith Florence Valdez,MFV0897,Meredith.Florence.Valdez@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke
Myles August Heath,MAH0149,Myles.August.Heath@dtaa.com,AdministrativeAssistant,1,4 - Finance,1 - Accounting,,Cedric Herrod Gilliam
Ella Cassandra Rivera,ECR0822,Ella.Cassandra.Rivera@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen
Preston Odysseus Bryan,POB0343,Preston.Odysseus.Bryan@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Garrett Nicholas Solomon
Iris Rhea Terrell,IRT0491,Iris.Rhea.Terrell@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson
Halla Kendall Irwin,HKI0171,Halla.Kendall.Irwin@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf
Deanna Imelda Blanchard,DIB0285,Deanna.Imelda.Blanchard@dtaa.com,ElectricalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,5 - TestAndEvalualtion,Rose Hanae Yates
Imani Aubrey Ray,IAR0694,Imani.Aubrey.Ray@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,2 - SoftwareManagement,4 - Software,Aurora Tatiana Payne
Cora Maisie Mclean,CMM0487,Cora.Maisie.Mclean@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson
Leslie Cassandra Colon,LCC0819,Leslie.Cassandra.Colon@dtaa.com,ComputerProgrammer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,5 - Software,Sara Gail George
Armand Gabriel Brewer,AGB0643,Armand.Gabriel.Brewer@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston
Portia Illana David,PID0426,Portia.Illana.David@dtaa.com,TestEngineer,1,2 - ResearchAndEngineering,3 - Engineering,7 - TestAndEvalualtion,Cameron Noel Elliott
Hadley Leandra May,HLM0933,Hadley.Leandra.May@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,6 - Software,Caleb Mason Ball
Keaton Ronan Leonard,KRL0062,Keaton.Ronan.Leonard@dtaa.com,AdministrativeAssistant,1,2 - ResearchAndEngineering,2 - SoftwareManagement,,Todd Vance Spears
Meghan Phoebe Macias,MPM0220,Meghan.Phoebe.Macias@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Frances Alisa Wiggins
Jonah Dakota Bird,JDB0169,Jonah.Dakota.Bird@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf
Amal Alexander Shelton,AAS0442,Amal.Alexander.Shelton@dtaa.com,Technician,1,2 - ResearchAndEngineering,3 - Engineering,7 - TestAndEvalualtion,Cameron Noel Elliott
Zorita Jaime Spears,ZJS0269,Zorita.Jaime.Spears@dtaa.com,HardwareEngineer,1,2 - ResearchAndEngineering,3 - Engineering,4 - SystemsEngineering,Gage Kaden Odonnell
Cleo Jeanette Morales,CJM0521,Cleo.Jeanette.Morales@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Burke Randall Burnett
Morgan Deborah Hoover,MDH0580,Morgan.Deborah.Hoover@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Whilemina Pandora England
Jackson Rafael Sutton,JRS0362,Jackson.Rafael.Sutton@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,3 - ElectronicSecurity,Francis Brian Armstrong
Wynne Xyla Hartman,WXH0872,Wynne.Xyla.Hartman@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley
Montana Hannah Arnold,MHA0798,Montana.Hannah.Arnold@dtaa.com,Mathematician,1,2 - ResearchAndEngineering,1 - Research,5 - Lab,Sasha Britanney Quinn
Jane Zia Day,JZD0888,Jane.Zia.Day@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke
Hedwig Dai Duffy,HDD0806,Hedwig.Dai.Duffy@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,5 - Software,Sara Gail George
Bruce Sawyer Barrera,BSB0990,Bruce.Sawyer.Barrera@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,,Todd Vance Spears
Amy Lucy Chen,ALC0788,Amy.Lucy.Chen@dtaa.com,AssemblySupervisor,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Delilah Iliana Wilkinson
Jonas Connor Riddle,JCR0921,Jonas.Connor.Riddle@dtaa.com,Physicist,1,2 - ResearchAndEngineering,1 - Research,6 - Lab,Lillith Adena Matthews
Rogan Reuben Alexander,RRA0938,Rogan.Reuben.Alexander@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,6 - Software,Caleb Mason Ball
Seth Harlan Walls,SHW0578,Seth.Harlan.Walls@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Whilemina Pandora England
Gil Calvin Lindsay,GCL0016,Gil.Calvin.Lindsay@dtaa.com,AdministrativeAssistant,1,1 - Adminstration,1 - Personnel,,Bethany Xerxes Johnson
Garrett Omar Kelly,GOK0238,Garrett.Omar.Kelly@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,2 - SoftwareManagement,1 - Software,Vance Ira Alston
Buckminster Connor Bush,BCB0679,Buckminster.Connor.Bush@dtaa.com,Mathematician,1,2 - ResearchAndEngineering,1 - Research,4 - Lab,Sarah Imelda Juarez
Ivor Herrod Kaufman,IHK0841,Ivor.Herrod.Kaufman@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen
Sawyer Arden Puckett,SAP0867,Sawyer.Arden.Puckett@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley
Alma Leila Duncan,ALD0529,Alma.Leila.Duncan@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Burke Randall Burnett
Kenyon Raja Galloway,KRG0158,Kenyon.Raja.Galloway@dtaa.com,AdministrativeAssistant,1,5 - SalesAndMarketing,,,Hyatt Trevor Hayes
Teegan Jillian Burris,TJB0302,Teegan.Jillian.Burris@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price
Ivan Levi Craig,ILC0838,Ivan.Levi.Craig@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen
Renee Ivana Hayden,RIH0777,Renee.Ivana.Hayden@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes
Hermione Casey Witt,HCW0419,Hermione.Casey.Witt@dtaa.com,HardwareEngineer,1,2 - ResearchAndEngineering,3 - Engineering,6 - SystemsEngineering,Hadassah Riley Baker
Demetrius Alvin Levy,DAL0673,Demetrius.Alvin.Levy@dtaa.com,Physicist,1,2 - ResearchAndEngineering,1 - Research,4 - Lab,Sarah Imelda Juarez
Roth Mannix Simon,RMS0266,Roth.Mannix.Simon@dtaa.com,MaterialsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,3 - MaterialsEngineering,Ainsley MacKensie Doyle
Kibo Dolan Turner,KDT0346,Kibo.Dolan.Turner@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Garrett Nicholas Solomon
Kay Alexa Logan,KAL0395,Kay.Alexa.Logan@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,2 - SoftwareManagement,2 - Software,Jocelyn Bree Mccray
Abdul Ralph Deleon,ARD0509,Abdul.Ralph.Deleon@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Burke Randall Burnett
Blair Todd Long,BTL0722,Blair.Todd.Long@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Alan Benjamin Holder
Whilemina Pandora England,WPE0538,Whilemina.Pandora.England@dtaa.com,AssemblySupervisor,1,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Delilah Iliana Wilkinson
Candice Lunea Fischer,CLF0852,Candice.Lunea.Fischer@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley
Honorato Joseph Adkins,HJA0018,Honorato.Joseph.Adkins@dtaa.com,HumanResourceSpecialist,1,1 - Adminstration,1 - Personnel,,Bethany Xerxes Johnson
Mariko Ivana Mckee,MIM0712,Mariko.Ivana.Mckee@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Alan Benjamin Holder
Casey Edward Joyce,CEJ0109,Casey.Edward.Joyce@dtaa.com,TestEngineer,1,2 - ResearchAndEngineering,3 - Engineering,5 - TestAndEvalualtion,Rose Hanae Yates
Jeanette Cally Whitfield,JCW0858,Jeanette.Cally.Whitfield@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley
Daria Felicia Rowland,DFR0218,Daria.Felicia.Rowland@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Frances Alisa Wiggins
Byron Armand Livingston,BAL0044,Byron.Armand.Livingston@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Frances Alisa Wiggins
Ashely Sarah Shields,ASS0206,Ashely.Sarah.Shields@dtaa.com,SecurityGuard,1,1 - Adminstration,6 - Security,1 - BuildingSecurity,Clinton Coby Wolfe
Isaiah Upton Buchanan,IUB0565,Isaiah.Upton.Buchanan@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,3 - Software,Stephanie Briar Harrington
Alec Scott Goff,ASG0048,Alec.Scott.Goff@dtaa.com,AdministrativeAssistant,1,2 - ResearchAndEngineering,,,Kai Wynne Craft
Tyler Eden Talley,TET0621,Tyler.Eden.Talley@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Winter Veda Burks
Alexander Rafael Arnold,ARA0252,Alexander.Rafael.Arnold@dtaa.com,MechanicalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,1 - MechanicalEngineering,Harper Price Harris
Axel Malik Rosa,AMR0318,Axel.Malik.Rosa@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf
William Trevor Fuentes,WTF0387,William.Trevor.Fuentes@dtaa.com,Mathematician,1,2 - ResearchAndEngineering,1 - Research,2 - Lab,Kim Dara Sullivan
Akeem Jerry Lopez,AJL0462,Akeem.Jerry.Lopez@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Armando Albert Walter
Skyler Deborah Frazier,SDF0017,Skyler.Deborah.Frazier@dtaa.com,HumanResourceSpecialist,1,1 - Adminstration,1 - Personnel,,Bethany Xerxes Johnson
Raven Deirdre Morrison,RDM0150,Raven.Deirdre.Morrison@dtaa.com,Accountant,1,4 - Finance,1 - Accounting,,Cedric Herrod Gilliam
Hiroko Kiona Faulkner,HKF0831,Hiroko.Kiona.Faulkner@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen
Dustin Gage Franco,DGF0443,Dustin.Gage.Franco@dtaa.com,MechanicalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,7 - TestAndEvalualtion,Cameron Noel Elliott
Cora Aurora Buckner,CAB0614,Cora.Aurora.Buckner@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Winter Veda Burks
Devin Brett Guzman,DBG0261,Devin.Brett.Guzman@dtaa.com,ElectricalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,2 - ElectricalEngineering,Dylan Tiger Terry
Zeph Dakota Wilkerson,ZDW0859,Zeph.Dakota.Wilkerson@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley
Ulric Colt Holt,UCH0519,Ulric.Colt.Holt@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Burke Randall Burnett
Caesar Allen Cash,CAC0889,Caesar.Allen.Cash@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke
Ezra Hilel Dyer,EHD0584,Ezra.Hilel.Dyer@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Whilemina Pandora England
Oscar Laith Berger,OLB0749,Oscar.Laith.Berger@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan
Brock William Hunter,BWH0813,Brock.William.Hunter@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,2 - SoftwareManagement,5 - Software,Sara Gail George
Dorothy Marny Goff,DMG0358,Dorothy.Marny.Goff@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,3 - ElectronicSecurity,Francis Brian Armstrong
Magee Ashton Evans,MAE0331,Magee.Ashton.Evans@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Garrett Nicholas Solomon
Ainsley MacKensie Doyle,AMD0077,Ainsley.MacKensie.Doyle@dtaa.com,ChiefEngineer,1,2 - ResearchAndEngineering,3 - Engineering,3 - MaterialsEngineering,Declan Lester Moss
Xanthus Louis Buck,XLB0710,Xanthus.Louis.Buck@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Alan Benjamin Holder
Deirdre Amaya Garcia,DAG0558,Deirdre.Amaya.Garcia@dtaa.com,ComputerProgrammer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,3 - Software,Stephanie Briar Harrington
Whilemina Liberty Velez,WLV0566,Whilemina.Liberty.Velez@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,3 - Software,Stephanie Briar Harrington
Eugenia Hannah Blanchard,EHB0824,Eugenia.Hannah.Blanchard@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen
Fuller Baker Warner,FBW0747,Fuller.Baker.Warner@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan
Stuart Nicolas Cervantes,SNC0187,Stuart.Nicolas.Cervantes@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Garrett Nicholas Solomon
Ira Brendan Ball,IBB0359,Ira.Brendan.Ball@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,3 - ElectronicSecurity,Francis Brian Armstrong
Ramona Alma Moses,RAM0447,Ramona.Alma.Moses@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Armando Albert Walter
Alden Jesse Day,AJD0074,Alden.Jesse.Day@dtaa.com,AdministrativeAssistant,1,2 - ResearchAndEngineering,3 - Engineering,,Declan Lester Moss
Megan Simone Hess,MSH0040,Megan.Simone.Hess@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Frances Alisa Wiggins
Quyn Jolie Rosario,QJR0688,Quyn.Jolie.Rosario@dtaa.com,ComputerProgrammer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,4 - Software,Aurora Tatiana Payne
Hilel Tobias Flynn,HTF0641,Hilel.Tobias.Flynn@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston
Rosalyn Daphne Tillman,RDT0424,Rosalyn.Daphne.Tillman@dtaa.com,SystemsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,6 - SystemsEngineering,Hadassah Riley Baker
Xenos Rudyard Small,XRS0633,Xenos.Rudyard.Small@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston
Risa Lana Guthrie,RLG0856,Risa.Lana.Guthrie@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley
Meredith Lunea Delaney,MLD0755,Meredith.Lunea.Delaney@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan
Mariko Olga Snyder,MOS0047,Mariko.Olga.Snyder@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Frances Alisa Wiggins
Emerson Tyrone Rojas,ETR0177,Emerson.Tyrone.Rojas@dtaa.com,AdministrativeAssistant,1,5 - SalesAndMarketing,3 - FieldService,,Sharon Britanni Kerr
Ruth Yael Burris,RYB0718,Ruth.Yael.Burris@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Alan Benjamin Holder
August Armando Evans,AAE0190,August.Armando.Evans@dtaa.com,Manager,1,6 - PurchasingAndContracts,1 - Purchasing,,Kirby Bo Pollard
Nicolas Alvin Fitzpatrick,NAF0033,Nicolas.Alvin.Fitzpatrick@dtaa.com,SecurityGuard,1,1 - Adminstration,6 - Security,1 - BuildingSecurity,Clinton Coby Wolfe
Deborah Victoria Mcclure,DVM0265,Deborah.Victoria.Mcclure@dtaa.com,MaterialsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,3 - MaterialsEngineering,Ainsley MacKensie Doyle
Jolene Frances Carey,JFC0757,Jolene.Frances.Carey@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes
Azalia Orli Beach,AOB0019,Azalia.Orli.Beach@dtaa.com,HumanResourceSpecialist,1,1 - Adminstration,1 - Personnel,,Bethany Xerxes Johnson
Anika Isabella Pennington,AIP0394,Anika.Isabella.Pennington@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,2 - Software,Jocelyn Bree Mccray
Jin Jonathan Buckley,JJB0127,Jin.Jonathan.Buckley@dtaa.com,MechanicalEngineer,1,3 - Manufacturing,2 - ManufacturingEngineering,,Fritz Dale Ellison
Mallory Carol Spence,MCS0035,Mallory.Carol.Spence@dtaa.com,SecurityGuard,1,1 - Adminstration,6 - Security,1 - BuildingSecurity,Clinton Coby Wolfe
Alec Boris Chase,ABC0253,Alec.Boris.Chase@dtaa.com,ElectricalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,2 - ElectricalEngineering,Dylan Tiger Terry
Tasha Quail Sanchez,TQS0212,Tasha.Quail.Sanchez@dtaa.com,SecurityGuard,1,1 - Adminstration,6 - Security,1 - BuildingSecurity,Clinton Coby Wolfe
Roanna Sacha Monroe,RSM0277,Roanna.Sacha.Monroe@dtaa.com,SystemsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,4 - SystemsEngineering,Gage Kaden Odonnell
Jeanette Eliana Rivera,JER0404,Jeanette.Eliana.Rivera@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,2 - Software,Jocelyn Bree Mccray
Chastity Ima Gibson,CIG0052,Chastity.Ima.Gibson@dtaa.com,AdministrativeAssistant,1,2 - ResearchAndEngineering,1 - Research,,Summer Leilani Boyer
Igor Ishmael Ward,IIW0249,Igor.Ishmael.Ward@dtaa.com,MechanicalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,1 - MechanicalEngineering,Harper Price Harris
Hector Vance Foster,HVF0067,Hector.Vance.Foster@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,1 - Software,Vance Ira Alston
Hayes William Wheeler,HWW0436,Hayes.William.Wheeler@dtaa.com,TestEngineer,1,2 - ResearchAndEngineering,3 - Engineering,7 - TestAndEvalualtion,Cameron Noel Elliott
Plato Ethan Valdez,PEV0323,Plato.Ethan.Valdez@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf
Pearl Georgia Owen,PGO0433,Pearl.Georgia.Owen@dtaa.com,TestEngineer,1,2 - ResearchAndEngineering,3 - Engineering,7 - TestAndEvalualtion,Cameron Noel Elliott
Mallory Virginia Bender,MVB0515,Mallory.Virginia.Bender@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Burke Randall Burnett
Timon Jacob Gay,TJG0582,Timon.Jacob.Gay@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Whilemina Pandora England
Sasha Rina Huffman,SRH0155,Sasha.Rina.Huffman@dtaa.com,AdministrativeAssistant,1,4 - Finance,3 - FinancialPlanning,,Libby Rosalyn Richard
Ian Jonas Morrow,IJM0444,Ian.Jonas.Morrow@dtaa.com,TestEngineer,1,2 - ResearchAndEngineering,3 - Engineering,7 - TestAndEvalualtion,Cameron Noel Elliott
Colt Ishmael Mccall,CIM0271,Colt.Ishmael.Mccall@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,3 - Engineering,4 - SystemsEngineering,Gage Kaden Odonnell
Cameron Shay Lester,CSL0949,Cameron.Shay.Lester@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz
Anthony Aidan Nixon,AAN0823,Anthony.Aidan.Nixon@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen
Jonathan Gary Terry,JGT0221,Jonathan.Gary.Terry@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Frances Alisa Wiggins
Adam Kendall Harrell,AKH0758,Adam.Kendall.Harrell@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes
Harrison Samuel Gonzales,HSG0818,Harrison.Samuel.Gonzales@dtaa.com,ComputerProgrammer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,5 - Software,Sara Gail George
Mercedes Ina Landry,MIL0255,Mercedes.Ina.Landry@dtaa.com,ElectricalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,2 - ElectricalEngineering,Dylan Tiger Terry
Jared Geoffrey Morin,JGM0934,Jared.Geoffrey.Morin@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,6 - Software,Caleb Mason Ball
Kermit Coby Oliver,KCO0122,Kermit.Coby.Oliver@dtaa.com,IndustrialEngineer,1,3 - Manufacturing,1 - IndustrialEngineering,,Grant Tyrone Doyle
Scott Gary Burks,SGB0140,Scott.Gary.Burks@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price
Nichole Azalia Frye,NAF0326,Nichole.Azalia.Frye@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf
Igor Ulric Yang,IUY0279,Igor.Ulric.Yang@dtaa.com,TestEngineer,1,2 - ResearchAndEngineering,3 - Engineering,5 - TestAndEvalualtion,Rose Hanae Yates
Eve Isadora Mckenzie,EIM0156,Eve.Isadora.Mckenzie@dtaa.com,Statistician,1,4 - Finance,3 - FinancialPlanning,,Libby Rosalyn Richard
Alan Benjamin Holder,ABH0663,Alan.Benjamin.Holder@dtaa.com,AssemblySupervisor,1,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Delilah Iliana Wilkinson
